,type,drugbank_id,name,state,cal_logp,cal_logs,cal_water_solubility,cal_molecular_weight,cal_polar_surface_area,cal_refractivity,cal_polarizability,cal_rotatable_bond_count,cal_h_bond_acceptor_count,cal_h_bond_donor_count,cal_pka_acidic,cal_pka_basic,cal_physiological_charge,cal_number_of_rings,cal_bioavailability,cal_rule_of_five,exp_molecular_weight,exp_logp,exp_pka,half_life
144,small molecule,DB00154,Dihomo-gamma-linolenic acid,solid,7.24,-6.6,7.71e-05 g/l,306.4828,37.3,98.84,39.01,15,2,1,4.89,,-1,0,0,0,,6.8,,
145,small molecule,DB00155,Citrulline,solid,-3.3,-0.9,2.18e+01 g/l,175.1857,118.44,41.33,17.35,5,4,4,2.27,9.23,0,0,1,1,,-3.19,2.43 (at 25 °C),
146,small molecule,DB00156,Threonine,solid,-3,0.6,4.77e+02 g/l,119.1192,83.55,26.46,11.08,2,4,3,2.21,9,0,0,1,1,,-2.94,5.60,
147,small molecule,DB00157,NADH,solid,-1.4,-2.4,2.95e+00 g/l,665.441,317.62,143,57.65,11,16,8,-7,5,-2,5,0,0,,-5.1,,
148,small molecule,DB00158,Folic acid,solid,-0.04,-3.8,7.61e-02 g/l,441.3975,208.99,111.01,42.06,9,12,6,3.37,2.09,-2,3,0,0,,-2.5,,
149,small molecule,DB00159,Icosapent,liquid,6.53,-6,2.89e-04 g/l,302.451,37.3,101.07,35.93,13,2,1,4.82,,-1,0,0,0,,6.1,,
150,small molecule,DB00160,Alanine,solid,-3,0.7,4.47e+02 g/l,89.0932,63.32,20.5,8.49,1,3,2,2.47,9.48,0,0,1,1,,-2.85,2.34 (at 25 °C),
151,small molecule,DB00161,Valine,solid,-2.3,0.26,2.14e+02 g/l,117.1463,63.32,29.49,12.19,2,3,2,2.72,9.6,0,0,1,1,,-2.26,2.3 (at 13 °C),
152,small molecule,DB00162,Vitamin A,solid,6.38,-4.6,7.58e-03 g/l,286.4516,20.23,97.92,36.54,5,1,1,16.44,-2.2,0,1,1,1,,5.68,,1.9 hours
153,small molecule,DB00163,Vitamin E,solid,8.84,-7.8,7.04e-06 g/l,430.7061,29.46,135.37,55.29,12,2,1,10.8,-4.9,0,2,0,0,,,,44 hours in premature neonates given a 20mg/kg intramuscular injection[A176113]. 12 minutes in intravenous injection of intestinal lymph[A176363].
154,small molecule,DB00165,Pyridoxine,solid,-0.57,-1,1.61e+01 g/l,169.1778,73.58,44.11,17.11,2,4,3,9.4,5.58,0,1,1,1,,-0.77,,The total adult body pool consists of 16 to 25 mg of pyridoxine.  Its half-life appears to be 15 to 20 days. 
155,small molecule,DB00166,Lipoic acid,solid,2.75,-3,2.24e-01 g/l,206.326,37.3,54.37,21.74,5,2,1,4.52,,-1,1,1,1,,2.1,,
156,small molecule,DB00167,Isoleucine,solid,-1.7,-0.06,1.14e+02 g/l,131.1729,63.32,34.09,14.11,3,3,2,2.79,9.59,0,0,1,1,,-1.70,2.37 (at 0 °C),
157,small molecule,DB00168,Aspartame,solid,-1.2,-2.6,6.52e-01 g/l,294.3031,118.72,73.22,29.58,8,5,3,3.53,8.53,0,1,1,1,,-0.1,,"At room temperature, aspartame is most stable at pH 4.3, where its half-life is nearly 300 days. At pH 7, its half-life is shortened to only a few days."
158,small molecule,DB00169,Cholecalciferol,solid,7.98,-6,3.80e-04 g/l,384.6377,20.23,123.22,49.6,6,1,1,18.38,-1.3,0,3,1,0,,7.5,,"At this time, there have been resources that document the half-life of cholecalciferol as being about 50 days [T527] while other sources have noted that the half-life of calcitriol (1,25-dihydroxyvitamin D3) is approximately 15 hours while that of calcidiol (25-hydroxyvitamin D3) is about 15 days [L1782].

Moreover, it appears that the half-lives of any particular administration of vitamin d can vary due to variations in vitamin d binding protein concentrations and genotype in particular individuals [A32185]."
159,small molecule,DB00170,Menadione,solid,1.91,-2.5,5.04e-01 g/l,172.18,34.14,50.54,17.64,0,2,0,12.94,-7.2,0,2,1,1,,2.20,,
160,small molecule,DB00171,ATP,solid,-0.84,-2,4.49e+00 g/l,507.181,279.13,95.81,39.07,8,14,7,0.9,4.93,-4,3,0,0,,-5.5,,
161,small molecule,DB00172,Proline,solid,-2.7,0.5,3.65e+02 g/l,115.1305,49.33,28.06,11.5,1,3,2,1.94,11.33,0,1,1,1,,-2.54,,
162,small molecule,DB00173,Adenine,solid,-0.38,-1.1,1.15e+01 g/l,135.1267,80.48,38.22,12.29,0,4,2,10.29,5.32,0,2,1,1,,-0.09,4.15 (at 25 °C),
163,small molecule,DB00174,Asparagine,solid,-3.4,0.1,1.68e+02 g/l,132.1179,106.41,28.35,11.68,3,4,3,2,8.43,0,0,1,1,,-3.82,8.82 (at 18 °C),
164,small molecule,DB00175,Pravastatin,solid,2.23,-3.2,2.42e-01 g/l,424.5277,124.29,113.6,46.56,11,6,4,4.21,-2.7,-1,2,1,1,,0.59 ,4.2,The reported elimination half-life of pravastatin is reported to be of 1.8 hours.[A34502]
165,small molecule,DB00176,Fluvoxamine,solid,2.89,-4.6,7.34e-03 g/l,318.34,56.84,79.2,32.44,10,4,1,,8.86,1,1,1,1,,3.2,,15.6 hours [FDA Label].
166,small molecule,DB00177,Valsartan,solid,3.68,-4.3,2.34e-02 g/l,435.5188,112.07,134.77,47.27,10,6,2,4.37,-0.11,-1,3,1,0,,1.499,4.73,"After intravenous (IV) administration, valsartan demonstrates bi-exponential decay kinetics, with an average elimination half-life of about 6 hours.[F4607]"
167,small molecule,DB00178,Ramipril,solid,0.92,-4,3.90e-02 g/l,416.5106,95.94,111.19,44.79,10,5,2,3.75,5.2,-1,3,1,1,,2.9,,"Plasma concentrations of ramiprilat decline in a triphasic manner.[FDA Label] Initial rapid decline represents distribution into tissues and has a half life of 2-4 hours. The half life of the apparent elimination phase is 9-18 hours, which is thought to represent clearance of free drug. The half-life of the terminal elimination phase is > 50 hours and thought to represent clearance of drug bound to ACE due to its slow dissociation. The half life of ramiprilat after multiple daily doses (MDDs) is dose-dependent, ranging from 13-17 hours with 5-10 mg MDDs to 27-36 hours for 2.5 mg MDDs. "
168,small molecule,DB00179,Masoprocol,solid,3.44,-4.4,1.36e-02 g/l,302.3649,80.92,86.62,33.63,5,4,4,9.21,-6.3,0,2,1,1,,5.8,,
169,small molecule,DB00180,Flunisolide,solid,2.2,-4.1,3.74e-02 g/l,434.4977,93.06,111.89,44.67,2,6,2,13.73,-2.9,0,5,1,1,,1.1,,1.8 hours
170,small molecule,DB00181,Baclofen,solid,-0.82,-2.5,7.12e-01 g/l,213.661,63.32,54.83,21.13,4,3,2,3.89,9.79,0,1,1,1,,1.3,9.62 + 0.1 (amino group) and 3.87 + 0.1 (carboxyl group),Elimination half-life: Approximately 5.5 hours [FDA label].
171,small molecule,DB00182,Amphetamine,liquid,1.85,-1.9,1.74e+00 g/l,135.2062,26.02,43.71,16.17,2,1,1,,10.01,1,1,1,1,,1.76,9.9,"The half-life of amphetamine highly depends on the isomer. For d-amphetamine, the reported half-life is of approximately 9-11 hours while for l-amphetamine the half-life is reported to be of 11-14 hours. The urine pH can modify this pharmacokinetic parameter which can vary from 7 hours in acid urine to 34 hours for alkaline urine.[A174292]"
172,small molecule,DB00183,Pentagastrin,solid,1.66,-5.5,2.61e-03 g/l,767.9,250.91,200.04,78.01,22,8,8,4,,-1,3,0,0,,1.6,,10 minutes or less
173,small molecule,DB00184,Nicotine,liquid,0.87,-0.24,9.33e+01 g/l,162.2316,16.13,49.66,18.59,1,2,0,,8.86,1,2,1,1,,1.17,8.5,"Cotinine has a half life of 15-20 hours, while nicotine has a half life of 1-3 hours"
174,small molecule,DB00185,Cevimeline,solid,1.46,-1.9,2.41e+00 g/l,199.313,12.47,55.92,21.89,0,2,0,,8.59,1,3,1,1,,1.3,,5 &plusmn; 1 hours
175,small molecule,DB00186,Lorazepam,solid,2.98,-4.3,1.76e-02 g/l,321.158,61.69,82.7,30.33,1,3,2,10.61,-2.2,0,3,1,1,,2.39,13,"When administered parentally, the registered half-life of lorazepam is of 14 hours.[T385]"
176,small molecule,DB00187,Esmolol,solid,2.02,-3.3,1.44e-01 g/l,295.374,67.79,81.05,33.68,10,4,2,14.09,9.67,1,1,1,1,,1.7,,Rapid distribution half-life of about 2 minutes and an elimination half-life of about 9 minutes. The acid metabolite has an elimination half-life of about 3.7 hours.
177,small molecule,DB00188,Bortezomib,solid,0.89,-3.9,5.32e-02 g/l,384.237,124.44,99.37,40.48,9,6,4,13.04,-0.7,0,2,1,1,,,,The mean elimination half-life of bortezomib ranged from 40 to 193 hours following a multiple dosing regimen at a 1 mg/m<sup>2</sup> dose. The half-life ranged from 76 to 108 hours after multiple dosing of 1.3 mg/m<sup>2</sup> bortezomib.[L14177]
178,small molecule,DB00189,Ethchlorvynol,liquid,1.45,-3,1.43e-01 g/l,144.6,20.23,38.64,14.77,2,1,1,12.88,-3.7,0,0,1,1,,1.8,,"Plasma half-life is approximately 10 to 20 hours, terminal half-life is 21-100 hours."
179,small molecule,DB00190,Carbidopa,solid,-0.16,-1.8,3.73e+00 g/l,226.2292,115.81,68.77,21.81,4,6,5,2.35,5.66,-1,1,1,1,,-1.9,2.3,The reported half-life of carbidopa is of approximately 107 minutes.[A173944]
180,small molecule,DB00191,Phentermine,solid,2.32,-2.3,7.57e-01 g/l,149.2328,26.02,48.34,17.87,2,1,1,,10.25,1,1,1,1,,1.90,9.84,"The mean terminal half-life of phentermine is reported to be of approximately 20 hours.[A174370] In conditions where there is acidic urine (pH <5), the elimination half-life is of 7-8 hours.[T49]"
181,small molecule,DB00192,Indecainide,solid,3.24,-5.5,8.96e-04 g/l,308.4174,55.12,94.05,35.56,6,2,2,16.51,10.4,1,3,1,1,,3.11,,
182,small molecule,DB00193,Tramadol,solid,2.71,-2.6,7.50e-01 g/l,263.381,32.7,78.27,30.51,4,3,1,13.8,9.23,1,2,1,1,,1.34,9.41,Tramadol reported a half-life of 5-6 hours while the M1 metabolite presents a half-life of 8 hours.[A173980]
183,small molecule,DB00194,Vidarabine,solid,-1.2,-1.3,1.40e+01 g/l,267.2413,139.54,63.2,24.49,2,8,4,12.45,4.99,0,3,1,1,,-2.115,,
184,small molecule,DB00195,Betaxolol,solid,3,-4,2.98e-02 g/l,307.4278,50.72,88.64,37.05,11,4,2,14.09,9.67,1,2,1,1,,2.81,9.4,14-22 hours
185,small molecule,DB00196,Fluconazole,solid,0.58,-2.3,1.39e+00 g/l,306.2708,81.65,97.2,26.52,5,5,1,12.71,2.56,0,3,1,1,,0.5,1.76,"The terminal elimination half-life in the plasma is approximately 30 hours (range: 20-50 hours) after oral administration.[L11043]
The long plasma elimination half-life supports a single dose therapy for vaginal candidiasis, once daily and once weekly dosing for other indications.[L6496]. Patients with renal failure may require dosage adjustment, and half-life can be significantly increased in these patients.[A178792]
"
186,small molecule,DB00197,Troglitazone,solid,4.16,-5.6,1.21e-03 g/l,441.54,84.86,120.99,47.08,5,5,2,6.61,-4.6,-1,4,1,0,,3.6,,16-34 hours
187,small molecule,DB00198,Oseltamivir,solid,1.3,-2.7,6.86e-01 g/l,312.4045,90.65,84.2,34.65,8,4,2,14.03,9.31,1,1,1,1,,1,,"Plasma concentrations of oseltamivir declined with a half-life of 1 to 3 hours in most subjects after oral administration, although plasma concentrations of oseltamivir carboxylate declined with a half-life of 6 to 10 hours in most subjects after oral administration.[F3094, F3097]"
188,small molecule,DB00199,Erythromycin,solid,2.37,-3.2,4.59e-01 g/l,733.9268,193.91,186.04,78.21,7,13,5,12.44,8.38,1,3,0,0,,2.6,8.88 ,"The elimination half-life of oral erythromycin was 3.5 hours according to one study[A174451] and ranged between 2.4-3.1 hours in another study.[A180598] Repetitive dosing of erythromycin leads to increased elimination half-life.[A180601] 
"
189,small molecule,DB00200,Hydroxocobalamin,solid,-14,,,1346.3551,437.23,340.03,135.56,16,14,10,1.82,-0.55,0,12,0,0,,,,Approximately 6 days (peak plasma concentration after 8-12 hours from oral administration)
190,small molecule,DB00201,Caffeine,solid,-0.24,-1.2,1.10e+01 g/l,194.1906,58.44,49.83,18.95,0,3,0,,-0.92,0,2,1,1,,-0.07,14,"In an average-sized adult or child above the age of 9, the half-life of caffeine is approximately 5 hours. Various characteristics and conditions can alter caffeine half-life.  It can be reduced by up to 50% in smokers. Pregnant women show an increased half-life of 15 hours or higher, especially in the third trimester. The half-life in newborns is prolonged to about 8 hours at full-term and 100 hours in premature infants, likely due to reduced ability to metabolize it. Liver disease or drugs that inhibit CYP1A2 can increase caffeine half-life.[T716,T722]"
191,small molecule,DB00202,Succinylcholine,solid,-2.5,-5.7,7.57e-04 g/l,290.399,52.6,100.94,33.15,11,2,0,,-6.8,2,0,1,1,,,,The mean half-life of elimination following intravenous administration is 47 seconds.[A233225]
192,small molecule,DB00203,Sildenafil,solid,1.8,-3,4.60e-01 g/l,474.576,109.13,139.44,51.18,6,8,1,11.14,5.99,0,4,1,1,,1.9,,"The terminal phase half-life observed for sildenafil is approximately 3 to 5 hours [F3850, F3853, F3856, F3859, F3883, F3886, L5611, L5614]. "
193,small molecule,DB00204,Dofetilide,solid,2.17,-4.4,1.98e-02 g/l,441.565,104.81,113.27,46.03,9,6,2,10.15,8.99,1,2,1,1,,2.1,,10 hours
194,small molecule,DB00205,Pyrimethamine,solid,2.62,-3.1,1.79e-01 g/l,248.711,77.82,71.54,25.79,2,4,2,17.22,7.77,1,2,1,1,,2.69,7.34 (at 20 °C),96 hours
195,small molecule,DB00206,Reserpine,solid,4.05,-4.7,1.13e-02 g/l,608.6787,117.78,161.42,66.06,10,8,1,16.29,7.39,1,6,1,0,,3.2,6.6,
196,small molecule,DB00207,Azithromycin,solid,3.03,-3.2,5.14e-01 g/l,748.9845,180.08,194.11,83.11,7,13,5,12.43,9.57,2,3,0,0,,3.03,8.5,Terminal elimination half-life: 68 hours [FDA label]
197,small molecule,DB00208,Ticlopidine,solid,4.25,-4.1,2.19e-02 g/l,263.786,3.24,74.33,27.99,2,1,0,,7.31,1,3,1,1,,2.9,,"Half-life following a single 250-mg dose is approximately 7.9 hours in subjects 20 to 43 years of age and 12.6 hours in subjects 65 to 76 years of age. With repeated dosing (250 mg twice a day), half-life is about 4 days in subjects 20 to 43 years of age and about 5 days in subjects 65 to 76 years of age."
198,small molecule,DB00209,Trospium,solid,2.86,-6.8,6.68e-05 g/l,392.518,46.53,124.04,43.25,5,2,1,11.05,-4.5,1,5,1,1,,,,20 hours
199,small molecule,DB00210,Adapalene,solid,6.06,-8,4.01e-06 g/l,412.5201,46.53,122.07,47.65,4,3,1,3.99,-4.8,-1,6,1,0,,6.917,,"In one clinical study, after ten days of treatment with 2g of 0.3% cream or gel,  the terminal half-life was between 7 and 51 hours, with a mean of 17.2 ± 10.2.[L12873]"
200,small molecule,DB00211,Midodrine,solid,-0.49,-1.8,4.45e+00 g/l,254.2823,93.81,66.22,26.65,6,5,3,13.77,8.14,1,1,1,1,,-0.5,7.8,The metabolites display a half-life of about 3 to 4 hours.
201,small molecule,DB00212,Remikiren,solid,2.42,-4.5,2.13e-02 g/l,630.838,161.48,169.6,68.38,16,7,5,12.32,6.74,1,4,0,0,,3.9,,
202,small molecule,DB00213,Pantoprazole,solid,2.11,-2.9,4.95e-01 g/l,383.37,86.33,90.05,35.17,7,6,1,9.15,3.55,0,3,1,1,,2.05,3.92 and 8.19,About 1 hour[F3202]
203,small molecule,DB00214,Torasemide,solid,1.76,-3.8,5.96e-02 g/l,348.42,100.19,91.89,36.15,4,5,3,5.92,4.2,-1,2,1,1,,3.356,7.1,The average half-life of torasemide is 3.5 hours.[A174472]
204,small molecule,DB00215,Citalopram,solid,3.58,-4.7,5.88e-03 g/l,324.3919,36.26,94.02,35.4,5,3,0,,9.78,1,3,1,1,,3.76,9.78,"About 35 hours [FDA label]. 

"
205,small molecule,DB00216,Eletriptan,solid,3.84,-5.5,1.18e-03 g/l,382.519,53.17,110.94,42.99,6,3,1,16.56,8.37,1,4,1,1,,3.9,,The terminal elimination half-life of eletriptan is approximately 4 hours.
206,small molecule,DB00217,Bethanidine,solid,1.41,-2,1.58e+00 g/l,177.2462,36.42,54.5,20.43,2,3,2,,12.41,1,1,1,1,,0.49,,9 hours (range 7 to 11 hours)
207,small molecule,DB00218,Moxifloxacin,solid,0.01,-3.4,1.68e-01 g/l,401.4314,82.11,106.22,41.24,4,7,2,5.69,9.42,0,5,1,1,,2.9,,"11.5-15.6 hours (single dose, oral)"
208,small molecule,DB00219,Oxyphenonium,solid,0.2,-6.4,1.36e-04 g/l,348.4996,46.53,112.61,40.65,9,2,1,11.53,-4.3,1,2,1,1,,0.17,,
209,small molecule,DB00220,Nelfinavir,solid,4.61,-5.5,1.91e-03 g/l,567.782,101.9,162.67,63.8,10,5,4,9.32,8.18,1,4,1,0,,6,,3.5 - 5 hours
210,small molecule,DB00221,Isoetharine,solid,0.63,-1.9,3.18e+00 g/l,239.3107,72.72,67.34,26.39,5,4,4,10.01,9.01,1,1,1,1,,2.2,,
211,small molecule,DB00222,Glimepiride,solid,2.82,-4.1,3.84e-02 g/l,490.62,124.68,129.8,53.49,6,5,3,4.32,-3.7,-1,3,1,1,,,,"The elimination half-life of glimepiride is approximately 5 to 8 hours,[A177715] which can increase up to 9 hours following multiple doses.[A177709]"
212,small molecule,DB00223,Diflorasone,solid,1.91,-3.7,8.53e-02 g/l,410.4515,94.83,102.32,40.95,2,5,3,12.42,-3.3,0,4,1,1,,2.1,,
213,small molecule,DB00224,Indinavir,solid,3.26,-4.1,4.82e-02 g/l,613.7895,118.03,175.89,68.63,12,7,4,13.19,7.37,1,5,0,0,,2.9,,1.8 (&plusmn; 0.4) hours
214,small molecule,DB00225,Gadodiamide,solid,0.02,-2.1,5.21e+00 g/l,573.66,188.31,132.4,40.47,16,11,2,1.02,8.34,-2,0,0,0,,,,"Two-compartment model with mean distribution and elimination half-lives (reported as mean &plusmn; SD) of 3.7 &plusmn; 2.7 minutes and 77.8 &plusmn; 16 minutes, respectively."
215,small molecule,DB00226,Guanadrel,solid,0.03,-2,1.93e+00 g/l,213.2768,82.86,56.54,23.23,2,5,2,19.85,12.56,1,2,1,1,,0.6,,10 hours
216,small molecule,DB00227,Lovastatin,solid,4.11,-4.2,2.43e-02 g/l,404.5396,72.83,113.18,46.11,7,3,1,14.91,-2.8,0,3,1,1,,4.08,13.49,Lovastatin half-life is reported to be of 13.37 hours.[F4664] The elimination half-life of the hydroxy acid form of lovastatin is reported to be of 0.7-3 hours.[A174583]
217,small molecule,DB00228,Enflurane,liquid,2.24,-1.7,3.90e+00 g/l,184.492,9.23,23.07,9.74,3,1,0,,-5,0,0,1,1,,2.10,,
218,small molecule,DB00229,Cefotiam,solid,-0.33,-2.6,1.29e+00 g/l,525.628,172.46,142.34,49.87,10,10,3,2.79,8.36,0,4,1,0,,-2.1,,Approximately 1 hour.
219,small molecule,DB00230,Pregabalin,solid,-1.4,-1.2,1.13e+01 g/l,159.2261,63.32,43.68,18.08,5,3,2,4.8,10.23,0,0,1,1,,,,The elimination half life of pregabalin is 6.3 hours.[L7066]
220,small molecule,DB00231,Temazepam,solid,2.16,-3.8,5.34e-02 g/l,300.74,52.9,81.01,30.32,1,3,1,10.68,-1.4,0,3,1,1,,2.19,,"The terminal half-life determined for temazepam is recorded as being between 3.5-18 hours, with a mean of 9 hours [F3718, L5539]."
221,small molecule,DB00232,Methyclothiazide,solid,0.93,-2.6,8.24e-01 g/l,360.237,109.57,77.28,31.65,2,5,2,9.29,-3.4,0,2,1,1,,1.42,9.4,
222,small molecule,DB00233,Aminosalicylic acid,solid,0.62,-1.1,1.18e+01 g/l,153.1354,83.55,40,14.29,1,4,3,3.68,2.19,-1,1,1,1,,0.89,2.05 (at 25 °C),
223,small molecule,DB00234,Reboxetine,solid,3.06,-4.2,2.23e-02 g/l,313.397,39.72,89.48,34.49,6,4,1,,7.91,1,3,1,1,,3.1,,12.5 hours
224,small molecule,DB00235,Milrinone,solid,1.04,-3,2.09e-01 g/l,211.2194,65.78,61.14,21.46,1,3,1,7.54,4.82,0,2,1,1,,,,Milrinone administered intravenously to congestive heart failure patients had a mean terminal elimination half-life of 2.3 hours (injections between 12.5-125 μg/kg) and 2.4 hours (infusions between 0.2-0.7 μg/kg/min.[L31483]
225,small molecule,DB00236,Pipobroman,solid,1.09,-2.2,2.24e+00 g/l,356.054,40.62,69.45,28.44,4,2,0,,-0.72,0,1,1,1,,0.42,,
226,small molecule,DB00237,Butabarbital,solid,1.7,-2.2,1.39e+00 g/l,212.2456,75.27,53.4,21.41,3,3,2,8.48,,0,1,1,1,,1.65,,Butabarbital has a half life of 100 hours but its duration of action is only 6-8 hours.[L13613]
227,small molecule,DB00238,Nevirapine,solid,1.75,-3.4,1.05e-01 g/l,266.2979,58.12,77.48,27.8,1,4,1,10.37,5.06,0,4,1,1,,2.5,,45 hours
228,small molecule,DB00239,Oxiconazole,solid,5.28,-5.4,1.91e-03 g/l,429.12,39.41,105.95,40.79,6,3,0,,6.74,1,3,1,0,,,,
229,small molecule,DB00240,Alclometasone,solid,2.11,-3.5,1.37e-01 g/l,408.916,94.83,107.61,42.88,2,5,3,12.45,-2.9,0,4,1,1,,2.7,,
230,small molecule,DB00241,Butalbital,solid,1.47,-2,2.23e+00 g/l,224.2563,75.27,58.05,22.42,4,3,2,8.48,,0,1,1,1,,1.87,,"The plasma half-life is about 35 hours. In a study of 5 healthy volunteers receiving 100 mg butalbital in combination with aspirin and caffeine, the mean plasma elimination half-life of butalbital was 61 hours, with the range of 35 to 88 hours.[A177838, T598]"
231,small molecule,DB00242,Cladribine,solid,-0.12,-1.6,6.35e+00 g/l,285.687,119.31,67.18,25.93,2,7,3,13.89,1.33,0,3,1,1,,-0.1,,5.4 hours
232,small molecule,DB00243,Ranolazine,solid,2.08,-3.6,1.10e-01 g/l,427.5365,74.27,123.46,47.22,9,6,2,13.6,7.17,1,3,1,1,,2.07,2.2,"The apparent terminal half-life of ranolazine is 7 hours.[A175030,L3580]"
233,small molecule,DB00244,Mesalazine,solid,0.75,-1.1,1.22e+01 g/l,153.1354,83.55,40,14.26,1,4,3,2.02,5.87,-1,1,1,1,,1.2,,The apparent elimination half-life documented for oral delayed-release mesalazine tablets is 7 to 12 hours [L5122]. The elimination half-life recorded for the active N-acetyl-5-aminosalicylic acid metabolite generated from the administration of oral delayed-release mesalazine tablets is 12 to 23 hours [L5122].
234,small molecule,DB00245,Benzatropine,solid,4.47,-5.4,1.21e-03 g/l,307.4293,12.47,94.24,35.42,4,2,0,,9.54,1,4,1,1,,4.27,10,The elimination half-life of benztropine is very variable and it is reported to be of around 36 hours.[F3682]
235,small molecule,DB00246,Ziprasidone,solid,4.64,-4.8,7.18e-03 g/l,412.936,48.47,116.72,44.96,4,4,1,13.18,7.09,1,5,1,1,,3.8,,The half life of ziprasidone is 6-7 hours.[A174562]
236,small molecule,DB00247,Methysergide,solid,2.22,-3.2,2.24e-01 g/l,353.458,57.5,104.47,40.41,4,3,2,15.01,7.85,1,4,1,1,,1.5,,
237,small molecule,DB00248,Cabergoline,solid,2.97,-3.8,6.40e-02 g/l,451.6043,71.68,133.5,52.5,8,4,2,15.25,9.32,2,4,1,1,,2.6,,The elimination half-life is estimated from urinary data of 12 healthy subjects to range between 63 to 69 hours.
238,small molecule,DB00249,Idoxuridine,solid,-0.7,-1.2,2.34e+01 g/l,354.0985,99.1,64.4,26.17,2,5,3,8.46,-3,0,2,1,1,,-0.96,,
239,small molecule,DB00250,Dapsone,solid,1.19,-2.9,2.84e-01 g/l,248.301,86.18,68.99,25.05,2,4,2,,2.39,0,2,1,1,,0.97,2.41,28 hours (range 10-50 hours)
240,small molecule,DB00251,Terconazole,solid,4.58,-4.7,1.16e-02 g/l,532.462,64.88,153.19,56.15,8,7,0,,8.41,1,5,0,0,,4.5,,6.9 hours (range 4.0-11.3)
241,small molecule,DB00252,Phenytoin,solid,2.26,-3.6,7.11e-02 g/l,252.268,58.2,70.18,25.48,2,2,2,9.47,-9,0,3,1,1,,2.47,8.33,"Oral administration: The half-life of phenytoin ranges from 7 to 42 hours, and is 22 hours on average.[A189282,L9362]

Intravenous administration: The half-life of phenytoin ranges from 10-15 hours.[L10941]"
242,small molecule,DB00253,Medrysone,solid,3.06,-4,3.37e-02 g/l,344.4877,54.37,98.85,39.92,1,3,1,19.14,-0.26,0,4,1,1,,3.2,,
